Regional_District,Target_Type,Date,Data_Type,Completions_Value,PI_Lower_95,PI_Upper_95,Winning_Model,PI_Lower_80,PI_Upper_80,PI_Lower_50,PI_Upper_50,PI_Method
Central Okanagan,Total,2023-01-01,Historical,133.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-02-01,Historical,147.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-03-01,Historical,112.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-04-01,Historical,171.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-05-01,Historical,167.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-06-01,Historical,210.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-07-01,Historical,222.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-08-01,Historical,236.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-09-01,Historical,204.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-10-01,Historical,147.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-11-01,Historical,142.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2023-12-01,Historical,229.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-01-01,Historical,204.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-02-01,Historical,162.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-03-01,Historical,76.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-04-01,Historical,126.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-05-01,Historical,183.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-06-01,Historical,187.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-07-01,Historical,264.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-08-01,Historical,221.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-09-01,Historical,292.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-10-01,Historical,167.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-11-01,Historical,158.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2024-12-01,Historical,111.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-01-01,Historical,136.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-02-01,Historical,213.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-03-01,Historical,203.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-04-01,Historical,220.0,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-05-01,Historical,421.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-06-01,Historical,419.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-07-01,Historical,388.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-08-01,Historical,126.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-09-01,Historical,233.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-10-01,Historical,255.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-11-01,Historical,435.3,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2025-12-01,Historical,385.7,,,Pooled Ridge v13,,,,,
Central Okanagan,Total,2026-01-01,Forecast,382.3,0.0,496.2,Pooled Ridge v13,109.8,433.4,234.4,371.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-02-01,Forecast,315.1,0.0,428.9,Pooled Ridge v13,42.6,366.2,167.2,303.8,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-03-01,Forecast,288.4,0.0,402.2,Pooled Ridge v13,15.9,339.5,140.5,277.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-04-01,Forecast,278.6,0.0,714.0,Pooled Ridge v13,53.3,488.4,138.3,370.7,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-05-01,Forecast,294.7,0.0,730.1,Pooled Ridge v13,69.4,504.5,154.4,386.9,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-06-01,Forecast,301.0,0.0,736.4,Pooled Ridge v13,75.7,510.8,160.7,393.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-07-01,Forecast,311.1,0.0,650.6,Pooled Ridge v13,0.0,556.6,135.2,383.2,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-08-01,Forecast,319.7,0.0,659.2,Pooled Ridge v13,0.0,565.2,143.7,391.8,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-09-01,Forecast,345.0,0.0,684.5,Pooled Ridge v13,0.0,590.5,169.0,417.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-10-01,Forecast,355.7,0.0,695.1,Pooled Ridge v13,0.0,601.2,179.7,427.7,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-11-01,Forecast,356.0,0.0,695.5,Pooled Ridge v13,0.0,601.5,180.0,428.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2026-12-01,Forecast,337.9,0.0,677.4,Pooled Ridge v13,0.0,583.4,161.9,410.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-01-01,Forecast,325.3,0.0,722.4,Pooled Ridge v13,0.0,612.5,119.5,409.6,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-02-01,Forecast,315.5,0.0,727.6,Pooled Ridge v13,0.0,613.5,101.8,402.9,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-03-01,Forecast,314.0,0.0,740.6,Pooled Ridge v13,0.0,622.5,92.9,404.5,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-04-01,Forecast,317.5,0.0,758.0,Pooled Ridge v13,0.0,636.1,89.1,411.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-05-01,Forecast,324.7,0.0,778.8,Pooled Ridge v13,0.0,653.1,89.3,421.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-06-01,Forecast,332.7,0.0,800.0,Pooled Ridge v13,0.0,670.6,90.5,431.8,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-07-01,Forecast,341.5,0.0,821.6,Pooled Ridge v13,0.0,688.7,92.6,443.4,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-08-01,Forecast,349.7,0.0,842.3,Pooled Ridge v13,0.0,705.9,94.4,454.2,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-09-01,Forecast,356.2,0.0,860.9,Pooled Ridge v13,0.0,721.2,94.6,463.3,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-10-01,Forecast,358.3,0.0,874.9,Pooled Ridge v13,0.0,731.9,90.5,467.9,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-11-01,Forecast,356.6,0.0,884.8,Pooled Ridge v13,0.0,738.6,82.8,468.7,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2027-12-01,Forecast,352.3,0.0,891.9,Pooled Ridge v13,0.0,742.5,72.6,466.8,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-01-01,Forecast,348.0,0.0,891.1,Pooled Ridge v13,0.0,740.8,66.4,463.2,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-02-01,Forecast,344.7,0.0,887.8,Pooled Ridge v13,0.0,737.5,63.1,459.9,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-03-01,Forecast,343.6,0.0,886.7,Pooled Ridge v13,0.0,736.4,62.0,458.8,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-04-01,Forecast,344.8,0.0,887.9,Pooled Ridge v13,0.0,737.6,63.2,460.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-05-01,Forecast,348.2,0.0,891.3,Pooled Ridge v13,0.0,741.0,66.6,463.4,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-06-01,Forecast,353.2,0.0,896.3,Pooled Ridge v13,0.0,746.0,71.6,468.4,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-07-01,Forecast,358.8,0.0,901.9,Pooled Ridge v13,0.0,751.6,77.2,474.0,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-08-01,Forecast,363.9,0.0,907.0,Pooled Ridge v13,0.0,756.7,82.3,479.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-09-01,Forecast,367.5,0.0,910.6,Pooled Ridge v13,0.0,760.3,85.9,482.7,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-10-01,Forecast,368.9,0.0,912.0,Pooled Ridge v13,0.0,761.7,87.3,484.1,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-11-01,Forecast,368.4,0.0,911.5,Pooled Ridge v13,0.0,761.2,86.8,483.6,"Conformal (pooled, holdout-calibrated)"
Central Okanagan,Total,2028-12-01,Forecast,366.5,0.0,909.6,Pooled Ridge v13,0.0,759.2,84.9,481.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2020-01-01,Historical,97.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-02-01,Historical,111.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-03-01,Historical,117.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-04-01,Historical,124.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-05-01,Historical,118.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-06-01,Historical,119.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-07-01,Historical,175.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-08-01,Historical,196.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-09-01,Historical,211.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-10-01,Historical,204.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-11-01,Historical,220.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2020-12-01,Historical,253.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-01-01,Historical,220.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-02-01,Historical,180.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-03-01,Historical,153.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-04-01,Historical,144.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-05-01,Historical,220.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-06-01,Historical,241.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-07-01,Historical,220.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-08-01,Historical,190.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-09-01,Historical,157.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-10-01,Historical,193.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-11-01,Historical,153.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2021-12-01,Historical,262.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-01-01,Historical,236.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-02-01,Historical,231.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-03-01,Historical,118.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-04-01,Historical,206.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-05-01,Historical,194.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-06-01,Historical,205.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-07-01,Historical,135.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-08-01,Historical,186.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-09-01,Historical,155.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-10-01,Historical,169.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-11-01,Historical,148.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2022-12-01,Historical,210.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-01-01,Historical,176.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-02-01,Historical,158.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-03-01,Historical,106.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-04-01,Historical,108.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-05-01,Historical,100.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-06-01,Historical,133.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-07-01,Historical,138.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-08-01,Historical,163.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-09-01,Historical,137.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-10-01,Historical,170.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-11-01,Historical,168.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2023-12-01,Historical,214.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-01-01,Historical,160.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-02-01,Historical,167.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-03-01,Historical,111.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-04-01,Historical,98.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-05-01,Historical,127.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-06-01,Historical,148.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-07-01,Historical,239.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-08-01,Historical,192.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-09-01,Historical,213.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-10-01,Historical,143.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-11-01,Historical,148.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2024-12-01,Historical,154.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-01-01,Historical,143.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-02-01,Historical,155.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-03-01,Historical,100.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-04-01,Historical,98.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-05-01,Historical,190.7,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-06-01,Historical,198.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-07-01,Historical,212.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-08-01,Historical,94.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-09-01,Historical,98.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-10-01,Historical,182.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-11-01,Historical,204.0,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2025-12-01,Historical,270.3,,,Pooled Ridge v13,,,,,
Fraser Valley,Total,2026-01-01,Forecast,242.8,146.2,269.9,Pooled Ridge v13,177.8,254.9,207.5,240.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-02-01,Forecast,218.3,121.8,245.4,Pooled Ridge v13,153.4,230.5,183.1,215.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-03-01,Forecast,182.5,85.9,209.6,Pooled Ridge v13,117.6,194.6,147.2,179.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-04-01,Forecast,178.8,68.2,282.6,Pooled Ridge v13,125.2,228.8,145.4,200.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-05-01,Forecast,190.8,80.2,294.5,Pooled Ridge v13,137.1,240.8,157.4,212.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-06-01,Forecast,203.1,92.5,306.8,Pooled Ridge v13,149.4,253.1,169.7,225.0,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-07-01,Forecast,212.9,88.8,293.7,Pooled Ridge v13,116.0,271.4,171.0,230.0,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-08-01,Forecast,217.8,93.7,298.6,Pooled Ridge v13,120.8,276.2,175.8,234.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-09-01,Forecast,229.4,105.4,310.3,Pooled Ridge v13,132.5,287.9,187.5,246.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-10-01,Forecast,238.2,114.1,319.0,Pooled Ridge v13,141.3,296.7,196.3,255.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-11-01,Forecast,235.8,111.7,316.6,Pooled Ridge v13,138.8,294.2,193.8,252.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2026-12-01,Forecast,229.1,105.0,309.9,Pooled Ridge v13,132.2,287.6,187.2,246.2,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-01-01,Forecast,217.2,72.1,311.8,Pooled Ridge v13,103.8,285.6,168.2,237.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-02-01,Forecast,208.6,58.1,306.8,Pooled Ridge v13,91.0,279.6,157.8,229.5,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-03-01,Forecast,204.0,48.1,305.6,Pooled Ridge v13,82.2,277.5,151.3,225.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-04-01,Forecast,204.6,43.6,309.5,Pooled Ridge v13,78.8,280.5,150.2,226.9,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-05-01,Forecast,208.2,42.2,316.3,Pooled Ridge v13,78.5,286.4,152.1,231.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-06-01,Forecast,213.1,42.3,324.4,Pooled Ridge v13,79.6,293.5,155.3,236.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-07-01,Forecast,218.0,42.6,332.4,Pooled Ridge v13,81.0,300.7,158.8,242.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-08-01,Forecast,222.2,42.3,339.6,Pooled Ridge v13,81.6,307.1,161.4,247.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-09-01,Forecast,225.1,40.7,345.3,Pooled Ridge v13,81.0,312.0,162.8,250.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-10-01,Forecast,225.4,36.6,348.4,Pooled Ridge v13,77.9,314.3,161.6,251.5,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-11-01,Forecast,223.1,30.0,348.9,Pooled Ridge v13,72.2,314.0,157.8,249.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2027-12-01,Forecast,219.4,22.2,347.9,Pooled Ridge v13,65.3,312.3,152.8,246.7,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-01-01,Forecast,215.3,16.8,344.7,Pooled Ridge v13,60.2,308.9,148.2,242.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-02-01,Forecast,212.1,13.7,341.5,Pooled Ridge v13,57.0,305.7,145.1,239.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-03-01,Forecast,210.4,11.9,339.8,Pooled Ridge v13,55.3,303.9,143.3,237.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-04-01,Forecast,210.3,11.9,339.7,Pooled Ridge v13,55.3,303.9,143.3,237.8,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-05-01,Forecast,211.7,13.3,341.1,Pooled Ridge v13,56.7,305.3,144.7,239.2,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-06-01,Forecast,214.1,15.7,343.5,Pooled Ridge v13,59.1,307.7,147.1,241.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-07-01,Forecast,216.8,18.4,346.2,Pooled Ridge v13,61.8,310.4,149.8,244.3,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-08-01,Forecast,219.2,20.7,348.6,Pooled Ridge v13,64.1,312.7,152.1,246.6,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-09-01,Forecast,220.6,22.1,349.9,Pooled Ridge v13,65.5,314.1,153.5,248.0,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-10-01,Forecast,220.7,22.2,350.0,Pooled Ridge v13,65.6,314.2,153.6,248.1,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-11-01,Forecast,219.6,21.1,348.9,Pooled Ridge v13,64.5,313.1,152.5,247.0,"Conformal (pooled, holdout-calibrated)"
Fraser Valley,Total,2028-12-01,Forecast,217.6,19.2,347.0,Pooled Ridge v13,62.6,311.2,150.6,245.1,"Conformal (pooled, holdout-calibrated)"
Fraser-Fort George,Total,2020-01-01,Historical,148.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-02-01,Historical,89.5,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-03-01,Historical,66.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-04-01,Historical,22.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-05-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-06-01,Historical,19.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-07-01,Historical,30.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-08-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-09-01,Historical,31.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-10-01,Historical,22.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-11-01,Historical,31.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2020-12-01,Historical,37.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-01-01,Historical,33.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-02-01,Historical,20.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-03-01,Historical,16.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-04-01,Historical,32.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-05-01,Historical,38.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-06-01,Historical,38.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-07-01,Historical,23.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-08-01,Historical,19.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-09-01,Historical,20.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-10-01,Historical,48.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-11-01,Historical,51.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2021-12-01,Historical,54.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-01-01,Historical,30.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-02-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-03-01,Historical,38.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-04-01,Historical,37.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-05-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-06-01,Historical,28.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-07-01,Historical,37.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-08-01,Historical,42.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-09-01,Historical,30.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-10-01,Historical,19.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-11-01,Historical,32.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2022-12-01,Historical,119.3,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2023-01-01,Historical,113.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2023-02-01,Historical,92.7,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2023-03-01,Historical,0.0,,,Pooled Ridge v13,,,,,
Fraser-Fort George,Total,2023-04-01,Historical,0.0,,,Pooled Ridge v13,,,,,
